"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"High","Finland","Social","2024-06-01","2","2","0","100.00","116.0"
"High","Germany","Affiliate","2024-06-01","28","7","21","25.00","107.0"
"High","Germany","Email","2024-06-01","4","1","3","25.00","53.0"
"High","Germany","Organic","2024-06-01","15","6","9","40.00","157.7"
"High","Germany","Paid Search","2024-06-01","16","5","11","31.25","141.6"
"High","Germany","Referral","2024-06-01","3","0","3","0.00",NULL
"High","Germany","Social","2024-06-01","4","1","3","25.00","52.0"
"High","Ireland","Affiliate","2024-06-01","9","3","6","33.33","98.0"
"High","Ireland","Organic","2024-06-01","5","4","1","80.00","138.8"
"High","Ireland","Paid Search","2024-06-01","5","2","3","40.00","95.5"
"High","Ireland","Social","2024-06-01","3","0","3","0.00",NULL
"High","Malta","Affiliate","2024-06-01","10","3","7","30.00","132.7"
"High","Malta","Email","2024-06-01","1","0","1","0.00",NULL
"High","Malta","Organic","2024-06-01","7","2","5","28.57","72.5"
"High","Malta","Paid Search","2024-06-01","5","2","3","40.00","85.5"
"High","Malta","Referral","2024-06-01","1","0","1","0.00",NULL
"High","Malta","Social","2024-06-01","1","0","1","0.00",NULL
"High","Netherlands","Affiliate","2024-06-01","12","6","6","50.00","121.3"
"High","Netherlands","Email","2024-06-01","2","0","2","0.00",NULL
"High","Netherlands","Organic","2024-06-01","4","1","3","25.00","76.0"
"High","Netherlands","Paid Search","2024-06-01","2","1","1","50.00","161.0"
"High","Netherlands","Referral","2024-06-01","2","1","1","50.00","172.0"
"High","Netherlands","Social","2024-06-01","1","1","0","100.00","154.0"
"High","New Zealand","Affiliate","2024-06-01","5","2","3","40.00","88.0"
"High","New Zealand","Email","2024-06-01","2","1","1","50.00","177.0"
"High","New Zealand","Organic","2024-06-01","2","1","1","50.00","39.0"
"High","New Zealand","Paid Search","2024-06-01","2","0","2","0.00",NULL
"High","New Zealand","Referral","2024-06-01","1","0","1","0.00",NULL
"High","New Zealand","Social","2024-06-01","2","0","2","0.00",NULL
"High","Norway","Affiliate","2024-06-01","7","1","6","14.29","86.0"
"High","Norway","Email","2024-06-01","2","0","2","0.00",NULL
"High","Norway","Organic","2024-06-01","5","2","3","40.00","50.0"
"High","Norway","Paid Search","2024-06-01","2","0","2","0.00",NULL
"High","Norway","Referral","2024-06-01","3","0","3","0.00",NULL
"High","Norway","Social","2024-06-01","4","1","3","25.00","93.0"
"High","Sweden","Affiliate","2024-06-01","9","2","7","22.22","149.0"
"High","Sweden","Email","2024-06-01","7","2","5","28.57","172.5"
"High","Sweden","Organic","2024-06-01","7","3","4","42.86","81.0"
"High","Sweden","Paid Search","2024-06-01","7","2","5","28.57","67.0"
"High","Sweden","Referral","2024-06-01","1","0","1","0.00",NULL
"High","Sweden","Social","2024-06-01","5","3","2","60.00","116.7"
"High","UK","Affiliate","2024-06-01","15","5","10","33.33","90.4"
"High","UK","Email","2024-06-01","11","3","8","27.27","95.3"
"High","UK","Organic","2024-06-01","11","3","8","27.27","106.0"
"High","UK","Paid Search","2024-06-01","3","3","0","100.00","115.3"
"High","UK","Referral","2024-06-01","1","0","1","0.00",NULL
"High","UK","Social","2024-06-01","8","1","7","12.50","69.0"
"Low","Australia","Affiliate","2024-06-01","11","7","4","63.64","89.6"
"Low","Australia","Email","2024-06-01","2","2","0","100.00","63.5"
"Low","Australia","Organic","2024-06-01","10","7","3","70.00","88.7"
"Low","Australia","Paid Search","2024-06-01","10","7","3","70.00","98.7"
"Low","Australia","Referral","2024-06-01","3","3","0","100.00","102.3"
"Low","Australia","Social","2024-06-01","3","2","1","66.67","65.5"
"Low","Austria","Affiliate","2024-06-01","7","5","2","71.43","77.6"
"Low","Austria","Email","2024-06-01","5","2","3","40.00","55.5"
"Low","Austria","Organic","2024-06-01","10","8","2","80.00","89.1"
"Low","Austria","Paid Search","2024-06-01","7","6","1","85.71","98.7"
"Low","Austria","Social","2024-06-01","5","3","2","60.00","68.0"
"Low","Canada","Affiliate","2024-06-01","13","11","2","84.62","103.0"
"Low","Canada","Email","2024-06-01","11","7","4","63.64","84.6"
"Low","Canada","Organic","2024-06-01","20","14","6","70.00","95.6"
"Low","Canada","Paid Search","2024-06-01","9","8","1","88.89","100.5"
"Low","Canada","Referral","2024-06-01","3","2","1","66.67","85.0"
"Low","Canada","Social","2024-06-01","4","4","0","100.00","68.0"
"Low","Finland","Affiliate","2024-06-01","13","7","6","53.85","98.3"
"Low","Finland","Email","2024-06-01","6","3","3","50.00","76.7"
"Low","Finland","Organic","2024-06-01","12","11","1","91.67","151.2"
"Low","Finland","Paid Search","2024-06-01","14","9","5","64.29","116.4"
"Low","Finland","Referral","2024-06-01","2","2","0","100.00","136.5"
"Low","Finland","Social","2024-06-01","7","5","2","71.43","69.2"
"Low","Germany","Affiliate","2024-06-01","34","26","8","76.47","106.2"
"Low","Germany","Email","2024-06-01","9","6","3","66.67","139.8"
"Low","Germany","Organic","2024-06-01","17","13","4","76.47","85.8"
"Low","Germany","Paid Search","2024-06-01","21","16","5","76.19","87.8"
"Low","Germany","Referral","2024-06-01","2","0","2","0.00",NULL
"Low","Germany","Social","2024-06-01","12","8","4","66.67","96.5"
"Low","Ireland","Affiliate","2024-06-01","9","7","2","77.78","99.6"
"Low","Ireland","Email","2024-06-01","7","7","0","100.00","72.7"
"Low","Ireland","Organic","2024-06-01","8","7","1","87.50","99.1"
"Low","Ireland","Paid Search","2024-06-01","8","5","3","62.50","96.0"
"Low","Ireland","Referral","2024-06-01","2","2","0","100.00","134.0"
"Low","Ireland","Social","2024-06-01","3","3","0","100.00","122.7"
"Low","Malta","Affiliate","2024-06-01","8","5","3","62.50","70.4"
"Low","Malta","Email","2024-06-01","4","1","3","25.00","105.0"
"Low","Malta","Organic","2024-06-01","7","6","1","85.71","83.0"
"Low","Malta","Paid Search","2024-06-01","4","3","1","75.00","116.0"
"Low","Malta","Referral","2024-06-01","2","1","1","50.00","62.0"
"Low","Malta","Social","2024-06-01","9","7","2","77.78","75.4"
"Low","Netherlands","Affiliate","2024-06-01","14","9","5","64.29","80.0"
"Low","Netherlands","Email","2024-06-01","5","5","0","100.00","136.2"
"Low","Netherlands","Organic","2024-06-01","9","6","3","66.67","88.0"
"Low","Netherlands","Paid Search","2024-06-01","8","5","3","62.50","121.6"
"Low","Netherlands","Referral","2024-06-01","2","2","0","100.00","131.0"
"Low","Netherlands","Social","2024-06-01","3","3","0","100.00","86.3"
"Low","New Zealand","Affiliate","2024-06-01","11","7","4","63.64","69.1"
"Low","New Zealand","Email","2024-06-01","3","1","2","33.33","147.0"
"Low","New Zealand","Organic","2024-06-01","6","5","1","83.33","148.6"
"Low","New Zealand","Paid Search","2024-06-01","8","5","3","62.50","94.4"
"Low","New Zealand","Social","2024-06-01","2","1","1","50.00","140.0"
"Low","Norway","Affiliate","2024-06-01","9","5","4","55.56","118.2"
"Low","Norway","Email","2024-06-01","6","5","1","83.33","67.6"
"Low","Norway","Organic","2024-06-01","10","8","2","80.00","113.0"
"Low","Norway","Paid Search","2024-06-01","7","3","4","42.86","135.7"
"Low","Norway","Referral","2024-06-01","2","2","0","100.00","87.5"
"Low","Norway","Social","2024-06-01","2","2","0","100.00","116.5"
"Low","Sweden","Affiliate","2024-06-01","14","11","3","78.57","94.4"
"Low","Sweden","Email","2024-06-01","5","4","1","80.00","144.5"
"Low","Sweden","Organic","2024-06-01","12","7","5","58.33","116.3"
"Low","Sweden","Paid Search","2024-06-01","17","9","8","52.94","113.1"
"Low","Sweden","Referral","2024-06-01","4","4","0","100.00","106.3"
"Low","Sweden","Social","2024-06-01","6","4","2","66.67","79.0"
"Low","UK","Affiliate","2024-06-01","33","21","12","63.64","103.4"
"Low","UK","Email","2024-06-01","15","11","4","73.33","143.7"
"Low","UK","Organic","2024-06-01","26","16","10","61.54","117.1"
"Low","UK","Paid Search","2024-06-01","21","14","7","66.67","90.1"
"Low","UK","Referral","2024-06-01","5","3","2","60.00","124.0"
"Low","UK","Social","2024-06-01","9","4","5","44.44","83.0"
"Mid","Australia","Affiliate","2024-06-01","17","6","11","35.29","146.7"
"Mid","Australia","Email","2024-06-01","3","2","1","66.67","129.5"
"Mid","Australia","Organic","2024-06-01","7","3","4","42.86","121.7"
"Mid","Australia","Paid Search","2024-06-01","12","4","8","33.33","90.0"
"Mid","Australia","Referral","2024-06-01","2","0","2","0.00",NULL
"Mid","Australia","Social","2024-06-01","1","1","0","100.00","136.0"
"Mid","Austria","Affiliate","2024-06-01","8","7","1","87.50","128.7"
"Mid","Austria","Email","2024-06-01","3","0","3","0.00",NULL
"Mid","Austria","Organic","2024-06-01","7","3","4","42.86","138.7"
"Mid","Austria","Paid Search","2024-06-01","5","4","1","80.00","87.8"
"Mid","Austria","Referral","2024-06-01","2","1","1","50.00","202.0"
"Mid","Austria","Social","2024-06-01","3","2","1","66.67","169.5"
"Mid","Canada","Affiliate","2024-06-01","22","11","11","50.00","90.9"
"Mid","Canada","Email","2024-06-01","5","2","3","40.00","120.5"
"Mid","Canada","Organic","2024-06-01","11","4","7","36.36","105.8"
"Mid","Canada","Paid Search","2024-06-01","15","6","9","40.00","92.7"
"Mid","Canada","Referral","2024-06-01","3","1","2","33.33","163.0"
"Mid","Canada","Social","2024-06-01","3","0","3","0.00",NULL
"Mid","Finland","Affiliate","2024-06-01","13","10","3","76.92","96.8"
"Mid","Finland","Email","2024-06-01","7","2","5","28.57","51.0"
"Mid","Finland","Organic","2024-06-01","14","2","12","14.29","69.0"
"Mid","Finland","Paid Search","2024-06-01","12","5","7","41.67","144.6"
"Mid","Finland","Referral","2024-06-01","9","9","0","100.00","94.4"
"Mid","Finland","Social","2024-06-01","5","2","3","40.00","114.5"
"Mid","Germany","Affiliate","2024-06-01","47","21","26","44.68","125.6"
"Mid","Germany","Email","2024-06-01","15","9","6","60.00","106.9"
"Mid","Germany","Organic","2024-06-01","26","16","10","61.54","113.3"
"Mid","Germany","Paid Search","2024-06-01","38","20","18","52.63","115.8"
"Mid","Germany","Referral","2024-06-01","9","5","4","55.56","82.4"
"Mid","Germany","Social","2024-06-01","13","7","6","53.85","107.9"
"Mid","Ireland","Affiliate","2024-06-01","15","11","4","73.33","85.5"
"Mid","Ireland","Email","2024-06-01","5","2","3","40.00","67.0"
"Mid","Ireland","Organic","2024-06-01","14","8","6","57.14","143.3"
"Mid","Ireland","Paid Search","2024-06-01","11","7","4","63.64","127.6"
"Mid","Ireland","Referral","2024-06-01","4","2","2","50.00","145.5"
"Mid","Ireland","Social","2024-06-01","6","3","3","50.00","81.3"
"Mid","Malta","Affiliate","2024-06-01","8","4","4","50.00","84.0"
"Mid","Malta","Email","2024-06-01","7","1","6","14.29","50.0"
"Mid","Malta","Organic","2024-06-01","6","2","4","33.33","69.5"
"Mid","Malta","Paid Search","2024-06-01","4","3","1","75.00","137.3"
"Mid","Malta","Referral","2024-06-01","2","1","1","50.00","42.0"
"Mid","Malta","Social","2024-06-01","3","1","2","33.33","168.0"
"Mid","Netherlands","Affiliate","2024-06-01","14","3","11","21.43","118.3"
"Mid","Netherlands","Email","2024-06-01","7","3","4","42.86","156.0"
"Mid","Netherlands","Organic","2024-06-01","7","2","5","28.57","113.5"
"Mid","Netherlands","Paid Search","2024-06-01","12","6","6","50.00","90.8"
"Mid","Netherlands","Referral","2024-06-01","5","3","2","60.00","97.7"
"Mid","Netherlands","Social","2024-06-01","5","4","1","80.00","71.0"
"Mid","New Zealand","Affiliate","2024-06-01","4","4","0","100.00","125.3"
"Mid","New Zealand","Email","2024-06-01","2","2","0","100.00","123.0"
"Mid","New Zealand","Organic","2024-06-01","3","2","1","66.67","188.0"
"Mid","New Zealand","Paid Search","2024-06-01","7","3","4","42.86","156.7"
"Mid","New Zealand","Referral","2024-06-01","3","1","2","33.33","72.0"
"Mid","New Zealand","Social","2024-06-01","2","1","1","50.00","109.0"
"Mid","Norway","Affiliate","2024-06-01","14","7","7","50.00","120.9"
"Mid","Norway","Email","2024-06-01","12","4","8","33.33","149.8"
"Mid","Norway","Organic","2024-06-01","10","4","6","40.00","121.5"
"Mid","Norway","Paid Search","2024-06-01","10","3","7","30.00","124.7"
"Mid","Norway","Referral","2024-06-01","6","1","5","16.67","104.0"
"Mid","Norway","Social","2024-06-01","7","4","3","57.14","103.0"
"Mid","Sweden","Affiliate","2024-06-01","19","11","8","57.89","133.8"
"Mid","Sweden","Email","2024-06-01","10","4","6","40.00","90.5"
"Mid","Sweden","Organic","2024-06-01","13","6","7","46.15","130.7"
"Mid","Sweden","Paid Search","2024-06-01","26","12","14","46.15","92.0"
"Mid","Sweden","Referral","2024-06-01","4","2","2","50.00","77.0"
"Mid","Sweden","Social","2024-06-01","8","5","3","62.50","112.2"
"Mid","UK","Affiliate","2024-06-01","47","10","37","21.28","81.0"
"Mid","UK","Email","2024-06-01","16","11","5","68.75","125.8"
"Mid","UK","Organic","2024-06-01","27","15","12","55.56","117.1"
"Mid","UK","Paid Search","2024-06-01","21","11","10","52.38","122.1"
"Mid","UK","Referral","2024-06-01","7","3","4","42.86","167.0"
"Mid","UK","Social","2024-06-01","13","6","7","46.15","139.3"
"VIP","Australia","Affiliate","2024-06-01","1","0","1","0.00",NULL
"VIP","Australia","Email","2024-06-01","2","1","1","50.00","108.0"
"VIP","Australia","Paid Search","2024-06-01","4","1","3","25.00","74.0"
"VIP","Austria","Affiliate","2024-06-01","3","1","2","33.33","148.0"
"VIP","Austria","Organic","2024-06-01","2","0","2","0.00",NULL
"VIP","Austria","Paid Search","2024-06-01","2","0","2","0.00",NULL
"VIP","Austria","Referral","2024-06-01","2","0","2","0.00",NULL
"VIP","Austria","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","Canada","Affiliate","2024-06-01","2","0","2","0.00",NULL
"VIP","Finland","Affiliate","2024-06-01","4","0","4","0.00",NULL
"VIP","Finland","Organic","2024-06-01","2","0","2","0.00",NULL
"VIP","Finland","Paid Search","2024-06-01","1","0","1","0.00",NULL
"VIP","Finland","Referral","2024-06-01","2","0","2","0.00",NULL
"VIP","Finland","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","Germany","Affiliate","2024-06-01","9","0","9","0.00",NULL
"VIP","Germany","Email","2024-06-01","2","0","2","0.00",NULL
"VIP","Germany","Organic","2024-06-01","2","0","2","0.00",NULL
"VIP","Germany","Paid Search","2024-06-01","3","0","3","0.00",NULL
"VIP","Germany","Social","2024-06-01","3","1","2","33.33","47.0"
"VIP","Ireland","Affiliate","2024-06-01","2","0","2","0.00",NULL
"VIP","Ireland","Social","2024-06-01","2","0","2","0.00",NULL
"VIP","Malta","Organic","2024-06-01","2","0","2","0.00",NULL
"VIP","Malta","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","Netherlands","Email","2024-06-01","1","0","1","0.00",NULL
"VIP","Netherlands","Paid Search","2024-06-01","1","0","1","0.00",NULL
"VIP","Netherlands","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","New Zealand","Affiliate","2024-06-01","3","0","3","0.00",NULL
"VIP","New Zealand","Email","2024-06-01","2","1","1","50.00","155.0"
"VIP","New Zealand","Paid Search","2024-06-01","2","0","2","0.00",NULL
"VIP","New Zealand","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","Norway","Affiliate","2024-06-01","3","0","3","0.00",NULL
"VIP","Norway","Email","2024-06-01","1","0","1","0.00",NULL
"VIP","Norway","Organic","2024-06-01","2","0","2","0.00",NULL
"VIP","Norway","Referral","2024-06-01","1","0","1","0.00",NULL
"VIP","Norway","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","Sweden","Affiliate","2024-06-01","6","1","5","16.67","56.0"
"VIP","Sweden","Email","2024-06-01","1","0","1","0.00",NULL
"VIP","Sweden","Organic","2024-06-01","2","1","1","50.00","59.0"
"VIP","Sweden","Paid Search","2024-06-01","2","0","2","0.00",NULL
"VIP","Sweden","Social","2024-06-01","1","0","1","0.00",NULL
"VIP","UK","Affiliate","2024-06-01","4","1","3","25.00","149.0"
"VIP","UK","Email","2024-06-01","3","0","3","0.00",NULL
"VIP","UK","Organic","2024-06-01","1","0","1","0.00",NULL
"VIP","UK","Paid Search","2024-06-01","4","0","4","0.00",NULL
"VIP","UK","Referral","2024-06-01","1","0","1","0.00",NULL
"VIP","UK","Social","2024-06-01","1","0","1","0.00",NULL
"Dormant","Australia","Affiliate","2024-07-01","2","1","1","50.00","115.0"
"Dormant","Australia","Email","2024-07-01","3","2","1","66.67","116.0"
"Dormant","Australia","Organic","2024-07-01","4","3","1","75.00","122.7"
"Dormant","Australia","Paid Search","2024-07-01","3","3","0","100.00","58.0"
"Dormant","Australia","Referral","2024-07-01","4","4","0","100.00","68.5"
"Dormant","Australia","Social","2024-07-01","4","4","0","100.00","103.0"
"Dormant","Austria","Affiliate","2024-07-01","8","7","1","87.50","79.7"
"Dormant","Austria","Email","2024-07-01","2","1","1","50.00","59.0"
"Dormant","Austria","Organic","2024-07-01","2","2","0","100.00","96.5"
"Dormant","Austria","Paid Search","2024-07-01","6","5","1","83.33","56.4"
"Dormant","Austria","Referral","2024-07-01","1","1","0","100.00","110.0"
"Dormant","Austria","Social","2024-07-01","4","4","0","100.00","87.8"
"Dormant","Canada","Affiliate","2024-07-01","11","10","1","90.91","61.6"
"Dormant","Canada","Email","2024-07-01","1","1","0","100.00","30.0"
"Dormant","Canada","Organic","2024-07-01","3","3","0","100.00","87.3"
"Dormant","Canada","Paid Search","2024-07-01","7","6","1","85.71","75.0"
"Dormant","Canada","Referral","2024-07-01","2","2","0","100.00","70.5"
"Dormant","Canada","Social","2024-07-01","3","3","0","100.00","101.0"
"Dormant","Finland","Affiliate","2024-07-01","14","12","2","85.71","74.0"
"Dormant","Finland","Email","2024-07-01","3","3","0","100.00","70.3"
"Dormant","Finland","Organic","2024-07-01","7","7","0","100.00","74.0"
"Dormant","Finland","Paid Search","2024-07-01","5","5","0","100.00","53.6"
"Dormant","Finland","Referral","2024-07-01","2","2","0","100.00","65.5"
"Dormant","Finland","Social","2024-07-01","5","4","1","80.00","79.8"
"Dormant","Germany","Affiliate","2024-07-01","14","11","3","78.57","69.4"
"Dormant","Germany","Email","2024-07-01","10","10","0","100.00","67.5"
"Dormant","Germany","Organic","2024-07-01","10","10","0","100.00","80.7"
"Dormant","Germany","Paid Search","2024-07-01","12","10","2","83.33","80.4"
"Dormant","Germany","Referral","2024-07-01","6","6","0","100.00","67.3"
"Dormant","Germany","Social","2024-07-01","5","5","0","100.00","70.6"
"Dormant","Ireland","Affiliate","2024-07-01","7","6","1","85.71","96.8"
"Dormant","Ireland","Email","2024-07-01","2","2","0","100.00","93.5"
"Dormant","Ireland","Organic","2024-07-01","5","5","0","100.00","82.2"
"Dormant","Ireland","Paid Search","2024-07-01","3","3","0","100.00","93.0"
"Dormant","Ireland","Referral","2024-07-01","1","1","0","100.00","112.0"
"Dormant","Ireland","Social","2024-07-01","7","7","0","100.00","81.3"
"Dormant","Malta","Affiliate","2024-07-01","6","6","0","100.00","91.0"
"Dormant","Malta","Email","2024-07-01","1","1","0","100.00","31.0"
"Dormant","Malta","Organic","2024-07-01","4","4","0","100.00","78.3"
"Dormant","Malta","Paid Search","2024-07-01","4","4","0","100.00","80.3"
"Dormant","Malta","Social","2024-07-01","1","1","0","100.00","134.0"
"Dormant","Netherlands","Affiliate","2024-07-01","5","5","0","100.00","49.2"
"Dormant","Netherlands","Email","2024-07-01","2","2","0","100.00","62.5"
"Dormant","Netherlands","Organic","2024-07-01","2","2","0","100.00","75.5"
"Dormant","Netherlands","Paid Search","2024-07-01","2","2","0","100.00","94.5"
"Dormant","Netherlands","Social","2024-07-01","2","2","0","100.00","102.0"
"Dormant","New Zealand","Affiliate","2024-07-01","2","2","0","100.00","90.0"
"Dormant","New Zealand","Email","2024-07-01","1","1","0","100.00","51.0"
"Dormant","New Zealand","Organic","2024-07-01","1","1","0","100.00","70.0"
"Dormant","New Zealand","Paid Search","2024-07-01","3","3","0","100.00","52.7"
"Dormant","New Zealand","Referral","2024-07-01","2","2","0","100.00","57.0"
"Dormant","New Zealand","Social","2024-07-01","1","1","0","100.00","48.0"
"Dormant","Norway","Affiliate","2024-07-01","5","4","1","80.00","67.3"
"Dormant","Norway","Email","2024-07-01","5","5","0","100.00","79.0"
"Dormant","Norway","Organic","2024-07-01","6","6","0","100.00","85.2"
"Dormant","Norway","Paid Search","2024-07-01","3","3","0","100.00","64.7"
"Dormant","Norway","Referral","2024-07-01","1","1","0","100.00","58.0"
"Dormant","Norway","Social","2024-07-01","3","3","0","100.00","83.7"
"Dormant","Sweden","Affiliate","2024-07-01","13","12","1","92.31","65.3"
"Dormant","Sweden","Email","2024-07-01","4","3","1","75.00","71.0"
"Dormant","Sweden","Organic","2024-07-01","5","5","0","100.00","70.2"
"Dormant","Sweden","Paid Search","2024-07-01","8","8","0","100.00","61.8"
"Dormant","Sweden","Referral","2024-07-01","2","1","1","50.00","53.0"
"Dormant","Sweden","Social","2024-07-01","6","6","0","100.00","105.8"
"Dormant","UK","Affiliate","2024-07-01","20","19","1","95.00","78.9"
"Dormant","UK","Email","2024-07-01","4","4","0","100.00","125.8"
"Dormant","UK","Organic","2024-07-01","12","12","0","100.00","75.3"
"Dormant","UK","Paid Search","2024-07-01","6","2","4","33.33","71.0"
"Dormant","UK","Referral","2024-07-01","4","4","0","100.00","81.5"
"Dormant","UK","Social","2024-07-01","5","4","1","80.00","56.0"
"High","Australia","Affiliate","2024-07-01","10","1","9","10.00","158.0"
"High","Australia","Email","2024-07-01","4","2","2","50.00","137.5"
"High","Australia","Organic","2024-07-01","8","4","4","50.00","100.0"
"High","Australia","Paid Search","2024-07-01","1","0","1","0.00",NULL
"High","Australia","Referral","2024-07-01","2","2","0","100.00","118.5"
"High","Australia","Social","2024-07-01","1","0","1","0.00",NULL
"High","Austria","Affiliate","2024-07-01","7","3","4","42.86","142.7"
"High","Austria","Email","2024-07-01","2","2","0","100.00","45.5"
"High","Austria","Organic","2024-07-01","1","1","0","100.00","112.0"
"High","Austria","Paid Search","2024-07-01","6","1","5","16.67","153.0"
"High","Austria","Referral","2024-07-01","1","0","1","0.00",NULL
"High","Austria","Social","2024-07-01","3","1","2","33.33","101.0"
"High","Canada","Affiliate","2024-07-01","8","3","5","37.50","102.3"
"High","Canada","Email","2024-07-01","2","1","1","50.00","63.0"
"High","Canada","Organic","2024-07-01","5","0","5","0.00",NULL
"High","Canada","Paid Search","2024-07-01","8","1","7","12.50","165.0"
"High","Canada","Referral","2024-07-01","3","0","3","0.00",NULL
"High","Canada","Social","2024-07-01","4","1","3","25.00","104.0"
"High","Finland","Affiliate","2024-07-01","8","1","7","12.50","45.0"
"High","Finland","Email","2024-07-01","1","0","1","0.00",NULL
"High","Finland","Organic","2024-07-01","5","2","3","40.00","92.5"
"High","Finland","Paid Search","2024-07-01","10","3","7","30.00","103.3"
"High","Finland","Referral","2024-07-01","2","0","2","0.00",NULL
"High","Finland","Social","2024-07-01","5","3","2","60.00","85.7"
"High","Germany","Affiliate","2024-07-01","21","5","16","23.81","140.4"
"High","Germany","Email","2024-07-01","5","1","4","20.00","109.0"
"High","Germany","Organic","2024-07-01","12","7","5","58.33","139.0"
"High","Germany","Paid Search","2024-07-01","13","2","11","15.38","122.5"
"High","Germany","Referral","2024-07-01","5","1","4","20.00","34.0"
"High","Germany","Social","2024-07-01","7","2","5","28.57","103.5"
"High","Ireland","Affiliate","2024-07-01","4","2","2","50.00","130.5"
"High","Ireland","Email","2024-07-01","2","0","2","0.00",NULL
"High","Ireland","Organic","2024-07-01","8","3","5","37.50","111.7"
"High","Ireland","Paid Search","2024-07-01","6","0","6","0.00",NULL
"High","Ireland","Social","2024-07-01","1","0","1","0.00",NULL
"High","Malta","Affiliate","2024-07-01","5","0","5","0.00",NULL
"High","Malta","Email","2024-07-01","3","0","3","0.00",NULL
"High","Malta","Organic","2024-07-01","2","1","1","50.00","85.0"
"High","Malta","Paid Search","2024-07-01","3","0","3","0.00",NULL
"High","Netherlands","Affiliate","2024-07-01","3","0","3","0.00",NULL
"High","Netherlands","Email","2024-07-01","2","0","2","0.00",NULL
"High","Netherlands","Organic","2024-07-01","4","2","2","50.00","144.0"
"High","Netherlands","Paid Search","2024-07-01","1","0","1","0.00",NULL
"High","Netherlands","Social","2024-07-01","5","1","4","20.00","88.0"
"High","New Zealand","Affiliate","2024-07-01","4","2","2","50.00","59.0"
"High","New Zealand","Email","2024-07-01","1","0","1","0.00",NULL
"High","New Zealand","Organic","2024-07-01","3","1","2","33.33","164.0"
"High","New Zealand","Paid Search","2024-07-01","6","1","5","16.67","104.0"
"High","New Zealand","Social","2024-07-01","1","0","1","0.00",NULL
"High","Norway","Affiliate","2024-07-01","11","2","9","18.18","164.5"
"High","Norway","Organic","2024-07-01","3","2","1","66.67","120.5"
"High","Norway","Paid Search","2024-07-01","4","3","1","75.00","114.7"
"High","Norway","Referral","2024-07-01","3","0","3","0.00",NULL
"High","Norway","Social","2024-07-01","2","0","2","0.00",NULL
"High","Sweden","Affiliate","2024-07-01","6","2","4","33.33","162.0"
"High","Sweden","Email","2024-07-01","5","1","4","20.00","43.0"
"High","Sweden","Organic","2024-07-01","5","2","3","40.00","82.5"
"High","Sweden","Paid Search","2024-07-01","4","0","4","0.00",NULL
"High","Sweden","Referral","2024-07-01","2","0","2","0.00",NULL
"High","Sweden","Social","2024-07-01","2","1","1","50.00","157.0"
"High","UK","Affiliate","2024-07-01","18","6","12","33.33","84.0"
"High","UK","Email","2024-07-01","7","3","4","42.86","98.0"
"High","UK","Organic","2024-07-01","11","3","8","27.27","105.3"
"High","UK","Paid Search","2024-07-01","18","8","10","44.44","92.6"
"High","UK","Social","2024-07-01","1","0","1","0.00",NULL
"Low","Australia","Affiliate","2024-07-01","17","9","8","52.94","76.9"
"Low","Australia","Email","2024-07-01","3","3","0","100.00","84.0"
"Low","Australia","Organic","2024-07-01","13","7","6","53.85","84.9"
"Low","Australia","Paid Search","2024-07-01","7","3","4","42.86","100.3"
"Low","Australia","Referral","2024-07-01","1","1","0","100.00","40.0"
"Low","Australia","Social","2024-07-01","4","4","0","100.00","96.8"
"Low","Austria","Affiliate","2024-07-01","9","6","3","66.67","118.8"
"Low","Austria","Email","2024-07-01","2","1","1","50.00","31.0"
"Low","Austria","Organic","2024-07-01","6","3","3","50.00","72.3"
"Low","Austria","Paid Search","2024-07-01","11","3","8","27.27","89.7"
"Low","Austria","Social","2024-07-01","8","3","5","37.50","122.3"
"Low","Canada","Affiliate","2024-07-01","11","8","3","72.73","79.6"
"Low","Canada","Email","2024-07-01","11","4","7","36.36","77.8"
"Low","Canada","Organic","2024-07-01","11","3","8","27.27","38.7"
"Low","Canada","Paid Search","2024-07-01","8","2","6","25.00","66.5"
"Low","Canada","Referral","2024-07-01","3","2","1","66.67","61.5"
"Low","Canada","Social","2024-07-01","2","1","1","50.00","91.0"
"Low","Finland","Affiliate","2024-07-01","14","8","6","57.14","104.3"
"Low","Finland","Email","2024-07-01","2","2","0","100.00","109.0"
"Low","Finland","Organic","2024-07-01","10","7","3","70.00","84.6"
"Low","Finland","Paid Search","2024-07-01","7","5","2","71.43","60.0"
"Low","Finland","Referral","2024-07-01","2","1","1","50.00","126.0"
"Low","Finland","Social","2024-07-01","10","4","6","40.00","95.5"
"Low","Germany","Affiliate","2024-07-01","42","25","17","59.52","92.9"
"Low","Germany","Email","2024-07-01","15","9","6","60.00","80.2"
"Low","Germany","Organic","2024-07-01","18","13","5","72.22","109.5"
"Low","Germany","Paid Search","2024-07-01","24","18","6","75.00","95.9"
"Low","Germany","Referral","2024-07-01","4","1","3","25.00","71.0"
"Low","Germany","Social","2024-07-01","12","7","5","58.33","104.1"
